date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52,desc/53,desc/54,desc/55,desc/56,desc/57,desc/58,desc/59,desc/60,desc/61,desc/62,desc/63,desc/64,desc/65,desc/66,desc/67,desc/68,desc/69,desc/70,desc/71,desc/72,desc/73,desc/74,desc/75,desc/76,desc/77,desc/78,desc/79,desc/80,desc/81,desc/82,desc/83,desc/84,desc/85,desc/86,desc/87,desc/88,desc/89,desc/90,desc/91,desc/92,desc/93,desc/94,desc/95,desc/96,desc/97,desc/98,desc/99,desc/100,desc/101,desc/102,desc/103,desc/104,desc/105,desc/106,desc/107,desc/108,desc/109,desc/110
"Rabu, 29 Jan 2020 19:47 WIB","         Besok Biaya Haji 2020 Ditetapkan, Bakal Naik Atau Turun?    ",https://news.detik.com/berita/d-4878435/besok-biaya-haji-2020-ditetapkan-bakal-naik-atau-turun,"Biaya Penyelenggaraan Ibadah Haji (BPIH) 2020 akan ditetapkan pada Kamis (30/1/2020), dalam rapat bersama antara pemerintah dan DPR. Biaya ", diharapkan sama dengan yang ditetapkan pada 2019.,"""Kami akan segera memutuskan BPIH tahun 2020 lebih cepat, Insya Allah besok (Kamis, 30 Januari 2020). Kami ingin BPIH 2020 tidak mengalami kenaikan,"" kata Wakil Ketua Komisi VIII DPR Ace Hasan Syadzily dalam pesan pendek yang diterima detikcom pada Rabu (29/1/2020).","Untuk tahun 2019, pemerintah dan Komisi VIII DPR RI menetapkan jamaah "," membayar biaya operasional rata-rata Rp 35.235.602. Angka ini disebutkan tak mengalami kenaikan dari BPIH 2018. Sama seperti tahun 2019, biaya haji 2020 akan ditetapkan dalam Rupiah.","Ace mengatakan, DPR RI ingin secepatnya memutuskan BPIH 2020. Penetapan secepatnya memungkinkan pemerintah segera bekerja menyediakan akomodasi, katering, dan transportasi sesuai kebutuhan jamaah haji tahun 2020.","Sebelumnya, Komisi VIII DPR RI telah melakukan kunjungan kerja untuk memastikan pelayanan terbaik bagi jamaah ",". Menurut Ace ada empat komponen pelayanan yang harus dipastikan makin baik. Komponen tersebut adalah pemondokan, makanan, transportasi, serta pelayanan di Arafah, Muzdalifah, dan Mina.","Ace mengatakan, untuk penginapan "," harus memenuhi standar bintang tiga. Tiap kamar tidak boleh terlalu berdesakan sehingga jamaah merasa nyaman. Hotel juga harus menyediakan air minum, tempat mencuci, dan ruang kesehatan untuk tiap kloter.","""Kami masih menemukan adanya kamar yang seharusnya kapasitas empat orang tapi dalam perhitungan tashrih sebanyak lima orang. Harus diperhatikan tempat penyimpanan koper dan kapasitas toiletnya jika jumlahnya sangat banyak,"" kata Ace.",Tashrih adalah proses pemeriksaan terhadap komponen penyelenggaraan ibadah ,. Pemeriksaan dilakukan pihak Arab Saudi melalui muasasah.,"Terkait makanan, DPR mengusulkan jatah makan 50 kali terutama saat puncak pelaksanaan ",". Cukup makan memungkinkan jamaah menjaga stamina dan fokus selama ibadah. Jamaah tidak perlu repot mencari atau memasak makanan sendiri yang pasti dilarang pihak hotel. Makanan tersebut tentunya harus bersih, beragam, dan bergizi. Menu makanan sebaiknya menggunakan bahan dan bumbu dari Indonesia sehingga berdampak baik bagi perekonomian dalam negeri,","Untuk transportasi, DPR mengingatkan pemerintah meningkatkan kualitas bus sholawat yang digunakan jamaah. Bis ini membawa jamaah "," Indonesia dari hotel ke Masjidil Haram. Sedangkan untuk pelayanan di Arafah, Muzdalifah, dan Mina, DPR meminta perbaikan kualitas tenda dan penyejuk udara (AC).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 29 Jan 2020 15:17 WIB",         Sekjen Partai Non-DPR Merasa Tak Dapat Keadilan soal Dana Bantuan Parpol    ,https://news.detik.com/berita/d-4877888/sekjen-partai-non-dpr-merasa-tak-dapat-keadilan-soal-dana-bantuan-parpol,Tujuh sekjen partai politik yang tidak lolos ke DPR melakukan pertemuan dengan Menteri Dalam Negeri ,. Mereka merasa tidak diperlakukan adil terkait dana bantuan parpol.,"""Dana bantuan dari pemerintah, kami-kami tujuh partai merasa tidak diperlakukan secara adil,"" ujar Sekjen Partai Berkarya Priyo Budi Santoso, di kantor Kemendagri, Jl Medan Merdeka Utara, Jakarta Pusat, Rabu (29/1/2020).","Priyo mengatakan, dana bantuan dari pemerintah hanya diberikan kepada partai yang mendapatkan kursi di parlemen. Sedangkan menurutnya, partai yang tidak lolos seharusnya juga berhak mendapatkan dana bantuan karena memperoleh suara.","""Bantuan dari pemerintah itu, di aturannya diperuntukkan bagi mereka yang lolos threshold dan mendapat kursi di parlemen. Sementara, dalam undang-undang adalah hitungan dukungan proporsional suara,"" kata Priyo.","""Kalau mau adil, mestinya tidak usah ada embel-embel, mereka yang istimewa. Partai politik yang tidak lolos harusnya dihitung juga,"" kata Priyo.","Bahkan menurutnya, suara partai yang tidak lolos ke parlemen bila disatukan dapat melebihi suara nasional. Namun dia mengatakan hal ini tidak dapat dilakukan.","""Sebab, kami total keseluruhan adalah 11 persen lebih dari suara nasional. Ini kalau kami mau bersatu, ini bisa besar dan punya fraksi sendiri di parlemen kalau mau dan dibolehkan UU. Tapi kan UU kejam sekali, membunuh semua aspirasi ini,"" kata Priyo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 29 Jan 2020 15:02 WIB",         Penemuan Tengkorak Manusia Buat Geger Warga Musi Rawas Sumsel    ,https://news.detik.com/berita/d-4877873/penemuan-tengkorak-manusia-buat-geger-warga-musi-rawas-sumsel,Penemuan ," di Desa Mura Beliti, Musi Rawas, Sumatera Selatan (Sumsel), membuat geger warga. Tengkorak tersebut pertama kali ditemukan oleh pemancing.","""Benar, telah ditemukan diduga tengkorak diduga manusia di Mura Beliti. Tengkorak ditemukan pertama kali saat ada seorang warga memancing,"" terang Kabid Humas ",", Kombes Supriadi, kepada ",", Rabu (29/1/2020).",Supriadi mengatakan saksi yang saat itu tengah memancing kaget melihat ada tengkorak pada Selasa (28/1) pukul 19.00 WIB. Lokasinya tidak jauh dari aliran Sungai Temam dan Sungai Kelingi Musi Rawas.,"""Sebelum penemuan tulang, ada warga pernah menemukan tulang juga sekitar satu bulan lalu. Bahkan ada warga yang mencium bau busuk,"" imbuh Supriadi.","Hingga kini, belum diketahui identitas tengkorak manusia tersebut. Sebab, tidak ada satupun barang yang ditemukan di lokasi.","Untuk memastikan identitas, tengkorak tersebut kini telah dibawa ke Rumah Sakit Sobirin Musi Rawas. Selanjutnya tengkorak akan dibawa ke Palembang dan diperiksa di laboratorium forensik RS Bhayangkara.","""Kita sudah koordinasi dengan Polres Musi Rawas. Tengkorak tersebut akan dibawa ke Palembang karena belum tahu apakah itu sudah lama atau belum,"" tutup Supriadi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 29 Jan 2020 12:30 WIB",         PN Jaksel Lanjutkan Gugatan OC Kaligis Vs Polri di Kasus Denny Indrayana    ,https://news.detik.com/berita/d-4877593/pn-jaksel-lanjutkan-gugatan-oc-kaligis-vs-polri-di-kasus-denny-indrayana?tag_from=news_beritaTerkait,Pengadilan Negeri Jakarta Selatan (PN Jaksel) melanjutkan perkara gugatan OC Kaligis terhadap Bareskrim Polri dan Polda Metro Jaya terkait kasus korupsi , di Imigrasi Kemenkumham. Hakim menolak eksepsi yang diajukan Bareskrim dan Polda Metro Jaya.,"""Mengadili, satu menolak eksepsi tergugat I dan tergugat II, kedua menyatakan Pengadilan Negeri Jakarta Selatan berwewenang. Ketiga memerintahkan agar penggugat melanjutkan perkaranya,"" ujar hakim ketua Suswanti saat membacakan putusan sela di PN Jaksel, Jalan Ampera Raya, Rabu (29/1/2020).","Dalam eksepsi (nota keberatan) yang disampaikan Polda Metro Jaya dan Bareskrim Polri, keduanya menilai OC Kaligis salah alamat, mereka menyebut seharusnya perkara ini ditangani lewat PTUN, bukan perdata.","""Dimohon majelis untuk mempertimbangkan kedudukan hukum (",") penggugat karena penggugat dalam mengajukan gugatannya adalah atas nama pribadi penggugat. Bahwa mencermati dalil penggugat bahwa penggugat bukan lah saksi korban dan atau pelapor dalam perkara yang dinyatakan penggugat dalam dalil gugatanya,"" kata tim biro hukum Polda Metro Jaya, AKBP Nova Irone Surentu, dalam berkas dupliknya, Rabu (27/11).",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 29 Jan 2020 12:30 WIB",         PN Jaksel Lanjutkan Gugatan OC Kaligis Vs Polri di Kasus Denny Indrayana    ,https://news.detik.com/berita/d-4877593/pn-jaksel-lanjutkan-gugatan-oc-kaligis-vs-polri-di-kasus-denny-indrayana,Pengadilan Negeri Jakarta Selatan (PN Jaksel) melanjutkan perkara gugatan OC Kaligis terhadap Bareskrim Polri dan Polda Metro Jaya terkait kasus korupsi , di Imigrasi Kemenkumham. Hakim menolak eksepsi yang diajukan Bareskrim dan Polda Metro Jaya.,"""Mengadili, satu menolak eksepsi tergugat I dan tergugat II, kedua menyatakan Pengadilan Negeri Jakarta Selatan berwewenang. Ketiga memerintahkan agar penggugat melanjutkan perkaranya,"" ujar hakim ketua Suswanti saat membacakan putusan sela di PN Jaksel, Jalan Ampera Raya, Rabu (29/1/2020).","Dalam eksepsi (nota keberatan) yang disampaikan Polda Metro Jaya dan Bareskrim Polri, keduanya menilai OC Kaligis salah alamat, mereka menyebut seharusnya perkara ini ditangani lewat PTUN, bukan perdata.","""Dimohon majelis untuk mempertimbangkan kedudukan hukum (",") penggugat karena penggugat dalam mengajukan gugatannya adalah atas nama pribadi penggugat. Bahwa mencermati dalil penggugat bahwa penggugat bukan lah saksi korban dan atau pelapor dalam perkara yang dinyatakan penggugat dalam dalil gugatanya,"" kata tim biro hukum Polda Metro Jaya, AKBP Nova Irone Surentu, dalam berkas dupliknya, Rabu (27/11).",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 29 Jan 2020 11:48 WIB",         Pemerintah Diminta Serius Kembangkan Koperasi    ,https://news.detik.com/berita/d-4877480/pemerintah-diminta-serius-kembangkan-koperasi,Majelis Permusyawaratan Rakyat (MPR) RI meminta pemerintah serius mengembangkan perkoperasian di Tanah Air. Pemerintah dan DPR harus memberikan dukungan agar gerakan koperasi sebagai soko guru ekonomi nasional semakin kokoh.,"Menurut Wakil Ketua MPR, Ahmad Basarah, hal tersebut akan menepis anggapan publik selama ini bahwa sistem perekonomian Indonesia bercorak kapitalisme dan dikendalikan mekanisme pasar bebas yang menguntungkan kaum pemilik modal besar.","""Saya meminta Dekopin sebagai pemegang mandat gerakan koperasi nasional berdasarkan perintah UU Nomor 25 Tahun 1992 tentang Koperasi mampu mengambil peran strategis dan terukur untuk mengembalikan posisi koperasi sebagai lembaga ekonomi rakyat yang menjadi soko guru ekonomi nasional. Tanpa program kerja yang jelas dan terukur, mustahil perkoperasian di Indonesia bisa menjadi basis kekuatan ekonomi rakyat,"" ucap Basarah dalam keterangan tertulis, Rabu (29/1/2020).",Ia juga menekankan bahwa keberadaan koperasi sangat vital untuk menjadi basis kekuatan ekonomi rakyat berhadapan dengan kapitalisme dunia yang menggurita dan menguatnya mekanisme pasar bebas. Di dalam gerakan koperasi itu terbuka peluang besar untuk semua anggota masyarakat yang tergabung di dalam koperasi untuk berperan dan berkarya.,"""Di sinilah peran pemerintah dibutuhkan untuk mendorong dan menguatkan Dekopin turut membangun perekonomian nasional. Kemandirian ekonomi bangsa dan tercapainya keadilan sosial adalah cita-cita para pendiri bangsa kita,"" ujarnya.","Ia optimistis gerakan koperasi bisa diandalkan menjadi basis yang kokoh bagi perekonomian nasional. Sebab, dia melihat setidaknya ada tujuh watak koperasi yang sangat positif.","Pertama, koperasi adalah kumpulan orang dengan kepentingan dan aspirasi yang sama baik di bidang ekonomi, sosial, maupun budaya. Kedua, watak koperasi kebersamaan dan antikeserakahan. Ketiga, gerakan ini bertujuan membangun kekeluargaan, kebersamaan, kegotongroyongan.","Keempat, gerakan ekonomi rakyat ini selalu berusaha mewujudkan kesejahteraan anggotanya secara bersama-sama. Kelima, koperasi mendorong penguasaan sumber daya ekonomi secara adil dan merata. Keenam koperasi membangun kepedulian antarmanusia dan lingkungan alam mereka.","""Terakhir dengan sendirinya gerakan ini membangun jiwa mandiri dan sikap tolong-menolong untuk mewujudkan kedaulatan ekonomi anggota,"" tukasnya.","Untuk itu, Basarah menegaskan bahwa ia mendukung sepenuhnya keberadaan Dekopin agar mampu bersinergi dengan pemerintahan Presiden Jokowi, DPR RI, serta pemangku kepentingan lainnya dalam membangun kekuatan ekonomi kerakyatan ini.","""Saya tak mungkin tak mendukung apa yang direncanakan dan dilakukan Dekopin di masa datang karena misi perjuangannya sesuai dengan amanat konstitusi dan para pendiri bangsa ini,"" tegasnya.","Sementara itu, Ketua Umum PP Dekopin, Sri Untari berharap Dekopin dapat menjalin kerja sama dengan MPR RI untuk melakukan Sosialisasi 4 Pilar MPR RI. Khususnya, untuk membudayakan gerakan koperasi sebagai gerakan budaya ekonomi kerakyatan bangsa Indonesia sesuai dengan perintah UUD NRI 1945.",Ia sangat gembira mendapat dukungan pimpinan MPR RI agar pemerintah serius mengembangkan perkoperasian di tanah air. Apalagi ia merasa perkoperasian di Indonesia kini masih memiliki banyak kelemahan.,"""Perkoperasian Indonesia masih punya kelemahan antara lain masih lemahnya kelembagaan koperasi akibat minimnya permodalan internal, kurangnya penguasaan pasar akibat kurangnya inovasi, kreativitas dalam berbisnis, penggunaan teknologi informasi, dan kualitas sumberdaya manusia yang masih perlu ditingkatkan,"" pungkasnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rabu, 29 Jan 2020 03:52 WIB","         KBRI Bratislava Promosikan Wisata Bali yang Berpotensi Devisa Rp 2,5 M    ",https://news.detik.com/berita/d-4877240/kbri-bratislava-promosikan-wisata-bali-yang-berpotensi-devisa-rp-25-m, untuk Slowakia Adiyatwidi Adiwoso Asmady mempromosikan paket wisata ke Bali. Hal itu ia sampaikan dalam kegiatan International Travel Fair (ITF) Slovakiatour and Danubius Gastro ke-26 di ,"""(Diharapkan) para tur operator Indonesia dan Slowakia dapat memanfaatkan momen pameran pariwisata ini untuk lebih menjual destinasi wisata Indonesia, tidak hanya Bali, tetapi juga destinasi 'Beyond Bali'."" ujar Adiyatwidi Adiwoso Asmady dalam keterangan dari KBRI Bratislava, Selasa (28/1/2020).",Adityatwidi berharap Indonesia dapat menjaring turis mancanegara dalam bentuk grup atau paket sehingga akan meningkatkan perolehan devisa dari sektor pariwisata. Adi memperkirakan potensi transaksi senilai miliaran rupiah untuk paket pariwisata ke Bali.,"""Potensi kurang lebih Rp 2,5 miliar untuk 150 paket wisata ke Bali,"" kata Adiyatwidi.","KBRI, sebut Adiyatwidi, telah melakukan sejumlah presentasi untuk mengenalkan destinasi wisata Indonesia di panggung utama ITF. Salah satunya yakni proyek 10 New Bali. KBRI juga memanfaatkan momen ini untuk mempromosikan produk-produk kuliner khas Indonesia.","""Seperti kopi dari berbagai wilayah di Indonesia yang dilakukan oleh distributor kopi Indonesia di Slowakia yaitu Chute dan Petimera, serta mempromosikan berbagai produk Indonesia yang telah berada di pasar Slowakia seperti mi instan, beras organik, vanili, pala, kecap, serta permen jahe, permen kopi dan coklat,"" pungkasnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 28 Jan 2020 21:47 WIB","         Polisi Gagalkan Penyelundupan Bibit Lobster Senilai Rp 4,5 Miliar    ",https://news.detik.com/berita/d-4877172/polisi-gagalkan-penyelundupan-bibit-lobster-senilai-rp-45-miliar,Polisi mengungkap praktik penyelundupan bibit ," yang terjadi di wilayah Bengkulu. Dari hasil penindakan aparat, bibit lobster senilai Rp 4,5 miliar berhasil diamankan.","""Berawal dari laporan masyarakat, anggota Subdit Tindak Pidana Tertentu melakukan penyelidikan terhadap adanya kegiatan penyelundupan benur lobster,"" kata Direktur Reserse Kriminal Khusus Polda Bengkulu Kombes A Tarmizi dalam keterangan pers Bidang Humas ",", Selasa (28/1/2020).","Tarmizi melanjutkan benih lobster diketahui berasal dari perairan Kabupaten Kaur. Dari penyelidikan, didapat informasi benur lobster akan dibawa menuju Jambi melalui Lintas Manna-Tais-Bengkulu-Curup.","""Pada Sabtu, 25 Januari 2020, pukul 04.0 WIB, anggota mendapati kendaraan minibus warna silver dengan nomor polisi BH-1-SI melintas di Jalan Raya Lintas Tais, yang kemudian diberhentikan dan diperiksa,"" ujar Tarmizi.","Dalam pemeriksaan, jelas Tarmizi, polisi menemukan 4 boks yang di dalamnya berisi", lobster sebanyak 18 ribu ekor. Polisi lalu mengamankan pengemudi dengan inisial AP dan rekannya berinisial IW.,"""Berdasarkan keterangan AP, kendaraan beserta isinya milik seorang berinisial AL. Setelah itu anggota mengamankan pelaku,"" ucap Tarmizi.","Dalam kasus ini, polisi telah meminta keterangan dua saksi serta satu ahli dari Badan Karantina Ikan, Pengendalian Mutu, dan Keamanan Hasil Perikanan. Polisi kemudian menetapkan AP dan IW sebagai tersangka.","""Keduanya ditahan sejak 26 Januari 2020. Pasal yang dilanggar tindak pidana di bidang perikanan. Saat ini kami masih melakukan pengembangan untuk mencari pemilik barang inisial AL,"" tutur Tarmizi.",Adapun tersangka melanggar Pasal 88," Pasal 16 ayat 1 UU RI Nomor 45 Tahun 2009 tentang Perubahan atas UU RI Nomor 31 Tahun 2004 tentang Perikanan dan/atau Pasal 55 ayat 1 ke-1 KHUP. ""Dengan penjara pidana paling lama 6 tahun dan denda maksimal Rp 1 miliar,"" imbuh Tarmizi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 28 Jan 2020 17:54 WIB","         Profil Ali Mohamed Zaki, Ilmuwan Mesir Penemu Virus Corona    ",https://news.detik.com/berita/d-4876766/profil-ali-mohamed-zaki-ilmuwan-mesir-penemu-virus-corona,Virus corona atau ," masih jadi ancaman terbesar dunia saat ini, meski China mengklaim telah ada yang sembuh. Apalagi sejumlah kasus infeksi coronavirus masih terus dilaporkan dari seluruh dunia.",Jenis , yang awalnya ditemukan di Wuhan ini nyaris sama dengan penyebab Middle East Respiratory Syndrome (MERS) dan Severe Acute Respiratory Syndrome (SARS). Serangan virus corona yang mengakibatkan masalah pernapasan ini pertama kali berhasil diidentifikasi ilmuwan muslim Prof Dr Ali Mohamed Zaki.,"Dikutip dari berbagai sumber, berikut profil dan fakta lain seputar ilmuwan asal Mesir ini.","Dikuti dari situs Egyptian Society of Virology (ESV), Ali Mohamed Zeki adalah ahli virus dari Fakultas Kedokteran Universitas Ain Shams. Ali lahir pada 1 Desember 1953 dan berhasil menamatkan kuliah di Departemen Mikrobiologi universitas tersebut.","Ketertarikan utama Ali adalah pada bidang diagnosis molekuler infeksi virus. Di organisasi profesi ahli virus tersebut, riset terkini Ali adalah pada bidang MERS ",". Ali tercatat tidak punya mitra lokal, namun punya rekan asing dari Erasmus Medical Centre."," yang berhasil diidentifikasi pada 2012 sebetulnya bukan satu-satunya jenis yang berhasil diketahui Ali Mohamed Zeki. Sebelumnya, Ali berhasil mendiagnosis demam dengue untuk kali pertama di Arab Saudi pada 1994. Pada 1997, Ali mengisolasi flavivirus baru yang lahir dari kutu dan disebut alkhurma. Virus ini mengakibatkan demam berdarah yang cukup parah pada pasien.","Saat berhasil mengidentifikasi virus corona yang mengakibatkan MERS, Ali menjabat kepala laboratorium virus rumah sakit Dr Soliman Fakeeh, Jedah, Arab Saudi. Dikutip dari Nature Middle East, rumah sakit swasta tersebut punya laboratorium virus setelah menangani kasus demam berdarah Krimea -Kongo pada 1990. Ali kemudian bekerja untuk membangun lab tersebut dengan memanfaatkan tiga ruang kosong di lantai enam rumah sakit.","Dikutip dari The Guardian, Ali awalnya mendapat panggilan dari dokter di rumah sakit tempatnya bekerja pada pertengahan Juni 2012. Dokter tersebut sedang menangani pasien berusia 60 tahun yang mengalami pneumonia parah akibat virus. Ali kemudian diberi tugas mengidentifikasi jenis virus tersebut.","Semua hasil tes yang dilakukan Ali menunjukkan hasil negatif, sehingga sampel dahak pasien kemudian dikirim ke Erasmus Medical Centre di Rotterdam. Sambil menunggu hasilnya, Ali melakukan tes lagi yang menunjukkan hasil positif. Hasil tes menunjukkan virus tersebut berasal dari keluarga patogen yang disebut ",". Serangan virus bisa mengakibatkan demam biasa, namun juga bisa menyebabkan SARS. Ali kemudian memberi tahu Erasmus supaya waspada.",Hasil tes Erasmus membenarkan virus tersebut berasal dari famili coronavirus. Namun virus tersebut beda dan belum pernah dilihat dalam keluarga corona virus sebelumnya.,Setelah mengetahui bahaya ,", Ali mengunggah hasil identifikasinya di proMED, sistem pelaporan internet untuk berbagi kasus infeksi dan outbreak dengan cepat. Sistem yang bisa diakses peneliti dan kantor kesehatan publik ini memungkinkan info peringatan dini pada masyarakat. Sayangnya yang dilakukan Ali berbuah pahit, karena dia dipecat dari pekerjaannya saat sedang pulang kampung ke Mesir.","""Pemerintah setempat tidak suka kasus ini muncul di proMED dan memaksa rumah sakit menghentikan kontrak saya. Selanjutnya saya terpaksa meninggalkan pekerjaan saya karena identifikasi dan menyebarkan info adanya virus berbahaya. Tapi ini adalah tugas saya dan virus tersebut berbahaya,"" kata Ali.","Pasien yang diketahui mengalami MERS tersebut meninggal 11 hari setelah dirawat di rumah sakit. Kesehatannya semakin buruk dengan napas yang makin pendek, gagal organ, dan tak bisa labi ditolong dengan ventilator.",Ali selanjutnya kembali ke Mesir setelah lab rumah sakit tempatnya bekerja ditutup. Saat ini Ali kembali ke posisi akademiknya sebagai profesor mikrobiologi di Ain Shams University. Dia berharap punya cukup dana untuk membangun lab sendiri dan meneliti MERS serta ," lebih lanjut. Namun jika tidak, dia ingin hidup tenang menjalankan tanggung jawab akademiknya sehari-hari.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 28 Jan 2020 14:40 WIB",         Komisioner KPU Viryan Mengaku Dicecar KPK soal PAW Harun Masiku    ,https://news.detik.com/berita/d-4876409/komisioner-kpu-viryan-mengaku-dicecar-kpk-soal-paw-harun-masiku,Viryan Aziz selesai diperiksa penyidik Komisi Pemberantasan Korupsi (KPK) terkait kasus dugaan suap pergantian antarwaktu (PAW) anggota DPR. Viryan mengaku dicecar penyidik soal PAW ,.,"""Seputar PAW ya, penggantian calon terpilih dari Riezky Aprilia dengan Harun Masiku,"" kata Viryan saat keluar KPK Jl Kuningan Persada, Jakarta Selatan, Selasa (28/1/2020).","Ia mengatakan selama pembahasan proses PAW masing-masing Komisioner KPU menyampaikan pendapatnya. Menurutnya, para Komisioner KPU sudah sepakat PAW berkaitan dengan Harun Masiku tidak dapat dilaksanakan.","""Nggak ada peran (Wahyu Setiawan) biasa saja, kita sama-sama berpendapat tidak ada hal yang berbeda. Jadi semua anggota KPU RI berpendapat sama bahwa penggantian calon terpilih atau PAW tidak dapat dilaksanakan,"" ujarnya.","""Tidak ada (berbeda pandangan) kita semua sama bahwa PAW tidak dapat dilakukan,"" imbuhnya.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 28 Jan 2020 13:34 WIB",         Sadis! Korban Prostitusi di Apartemen Kalibata City Disundut Rokok-Digigit    ,https://news.detik.com/berita/d-4876297/sadis-korban-prostitusi-di-apartemen-kalibata-city-disundut-rokok-digigit,"Polisi membongkar prostitusi anak di bawah umur di Apartemen Kalibata City, Kalibata, Jakarta Selatan. Selain dieksploitasi secara seksual, para korban dianiaya secara sadis oleh para pelaku.","""Kami menemukan adanya penganiayaan atau kekerasan terhadap korban JO (15) oleh para pelaku,"" kata Kasat Reskrim Polres Metro Jakarta Selatan AKBP M Irwan Santosa dalam keterangan kepada wartawan, Selasa (28/1/2020).","Irwan mengatakan, para pelaku memperlakukan korban secara sadis. Korban dianiaya bila tidak menuruti perintah para pelaku.","""Korban disundut rokok, ditampar, digigit, ditonjok hidungnya, ditendang kakinya, didorong dengan lutut dengan posisi tangan diikat,"" tutur Irwan.","Selain itu, salah satu pelaku juga menyetubuhi korban.",         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
